Year,District,Tree Cover (%)
2003,Kasaragod,28.287409453396496
2004,Kasaragod,37.245794688259636
2005,Kasaragod,24.55641841422937
2006,Kasaragod,35.53947844175208
2007,Kasaragod,25.3688983302384
2008,Kasaragod,30.906660648623948
2009,Kasaragod,38.682729116942134
2010,Kasaragod,42.86115149032408
2011,Kasaragod,29.563398199002577
2012,Kasaragod,34.807476763895664
2013,Kasaragod,27.51128162232036
2014,Kasaragod,40.22685502486117
2015,Kasaragod,43.46901926346021
2016,Kasaragod,37.612657513681576
2017,Kasaragod,38.13353971294912
2018,Kasaragod,36.421025700149315
2019,Kasaragod,37.714138884323575
2020,Kasaragod,39.77754027223463
2000,Kottayam,41.51190135420854
2001,Kottayam,31.17637484736977
2002,Kottayam,39.11955837837909
2003,Kottayam,40.31468813192592
2004,Kottayam,45.206436719937955
2005,Kottayam,37.851846474167
2006,Kottayam,41.49039276612276
2007,Kottayam,38.350187304761235
2008,Kottayam,44.09013260909745
2009,Kottayam,42.432867825573084
2010,Kottayam,46.14862415007608
2011,Kottayam,34.67795242961493
2012,Kottayam,40.552130277640664
2013,Kottayam,30.993119482783516
2014,Kottayam,41.59910834913215
2015,Kottayam,47.692076688243475
2016,Kottayam,38.95168795538425
2017,Kottayam,40.261523725500176
2018,Kottayam,38.15770337213097
2019,Kottayam,40.02184138995022
2020,Kottayam,38.276531153619416
2000,Kozhikode,44.18887015248768
2001,Kozhikode,37.05700463779077
2002,Kozhikode,48.639054409516085
2003,Kozhikode,37.414029902161865
2004,Kozhikode,43.61107370919061
2005,Kozhikode,37.15385855269445
2006,Kozhikode,42.978180055160074
2007,Kozhikode,26.23313011544499
2008,Kozhikode,38.458303049118804
2009,Kozhikode,42.44307935704597
2010,Kozhikode,49.29065445799923
2011,Kozhikode,36.08248292990992
2012,Kozhikode,39.74139712120975
2013,Kozhikode,30.72904201230357
2014,Kozhikode,40.99372356554878
2015,Kozhikode,48.17692417286334
2016,Kozhikode,40.52176954793748
2017,Kozhikode,43.50020477728593
2018,Kozhikode,39.46649371527228
2019,Kozhikode,40.186693941952036
2020,Kozhikode,41.19342968994201
2000,Malappuram,44.500035893636486
2001,Malappuram,34.120245052158104
2002,Malappuram,40.6141272421193
2003,Malappuram,37.51572387874856
2004,Malappuram,38.782346194397796
2005,Malappuram,34.16092295417234
2006,Malappuram,38.66650482563914
2007,Malappuram,27.830276802956547
2008,Malappuram,33.94940696040627
2009,Malappuram,36.20531187460136
2010,Malappuram,41.69675822923263
2011,Malappuram,31.07237992893609
2012,Malappuram,32.68662307188155
2013,Malappuram,27.980847593975547
2014,Malappuram,38.95082982799548
2015,Malappuram,42.89328191684078
2016,Malappuram,33.6839521469326
2017,Malappuram,39.28697619950498
2018,Malappuram,35.48904860491572
2019,Malappuram,31.774693177907505
2020,Malappuram,36.05356700547338
2000,Palakkad,34.51294730316183
2001,Palakkad,28.576393757244144
2002,Palakkad,31.1893907652498
2003,Palakkad,30.62712374996627
2004,Palakkad,32.83467392652101
2005,Palakkad,31.63429871425113
2006,Palakkad,33.209880805412574
2007,Palakkad,29.356885738160024
2008,Palakkad,33.33324218981645
2009,Palakkad,33.78906903151033
2010,Palakkad,36.45835068330688
2011,Palakkad,31.052007870832153
2012,Palakkad,30.49429299981138
2013,Palakkad,25.78248966279419
2014,Palakkad,34.66262465295565
2015,Palakkad,41.630950268201275
2016,Palakkad,26.48099991913532
2017,Palakkad,35.76657333081761
2018,Palakkad,34.156029219116476
2019,Palakkad,31.7055107684844
2020,Palakkad,35.06312622981757
2000,Pattanamtitta,53.55579824137849
2001,Pattanamtitta,48.316932501672376
2002,Pattanamtitta,50.77838270129604
2003,Pattanamtitta,47.84892465594337
2004,Pattanamtitta,53.95683237117892
2005,Pattanamtitta,51.30676338767258
2006,Pattanamtitta,55.138501515585574
2007,Pattanamtitta,52.0123463257765
2008,Pattanamtitta,54.75538441361094
2009,Pattanamtitta,53.49958749108865
2010,Pattanamtitta,55.346976412256886
2011,Pattanamtitta,48.31376688044348
2012,Pattanamtitta,52.081114418835064
2013,Pattanamtitta,47.44515939476226
2014,Pattanamtitta,52.58303848349115
2015,Pattanamtitta,56.31942660528615
2016,Pattanamtitta,52.21311433970371
2017,Pattanamtitta,54.21041434798307
2018,Pattanamtitta,48.97114928792753
2019,Pattanamtitta,52.627985835484424
2020,Pattanamtitta,50.74454964357904
2000,Kollam,41.7309625561233
2001,Kollam,37.16168776553829
2002,Kollam,41.07748001520742
2003,Kollam,38.91503769844394
2004,Kollam,42.22325523547894
2005,Kollam,41.743065740795366
2006,Kollam,39.016542308527306
2007,Kollam,35.35965139234248
2008,Kollam,44.649117457919274
2009,Kollam,43.454110889912826
2010,Kollam,47.66956230205494
2011,Kollam,42.78276786360497
2012,Kollam,40.74700612875275
2013,Kollam,33.690612367818225
2014,Kollam,45.41760749859183
2015,Kollam,46.39088540388449
2016,Kollam,40.44861938755716
2017,Kollam,45.9940775632071
2018,Kollam,41.15531567611356
2019,Kollam,38.78026586491778
2020,Kollam,43.327948594013854
2000,Thrissur,37.02108640042243
2001,Thrissur,26.578896913019765
2002,Thrissur,36.39057921811257
2003,Thrissur,33.276603764500464
2004,Thrissur,35.38122122516914
2005,Thrissur,30.03486830975386
2006,Thrissur,33.070698569869506
2007,Thrissur,27.48575822101498
2008,Thrissur,32.231232486946595
2009,Thrissur,31.434642612521216
2010,Thrissur,37.771781316397735
2011,Thrissur,28.932014809484556
2012,Thrissur,33.267682721926946
2013,Thrissur,23.40423581337557
2014,Thrissur,33.00502542391588
2015,Thrissur,39.30075211525184
2016,Thrissur,26.22731774140506
2017,Thrissur,35.32464950809265
2018,Thrissur,33.82283723582211
2019,Thrissur,30.13041698915785
2020,Thrissur,32.12667537489506
2000,Thiruvananthapuram,43.45038009586203
2001,Thiruvananthapuram,31.400171485442545
2002,Thiruvananthapuram,41.519486440203494
2003,Thiruvananthapuram,36.88511238352844
2004,Thiruvananthapuram,40.44849642651223
2005,Thiruvananthapuram,39.04333393261037
2006,Thiruvananthapuram,41.15286763622378
2007,Thiruvananthapuram,33.81204651852597
2008,Thiruvananthapuram,40.8673438974597
2009,Thiruvananthapuram,42.75512679956
2010,Thiruvananthapuram,44.10621415365298
2011,Thiruvananthapuram,38.9668154685973
2012,Thiruvananthapuram,40.036474038029105
2013,Thiruvananthapuram,33.008688246046276
2014,Thiruvananthapuram,42.09793316168887
2015,Thiruvananthapuram,44.29864170749139
2016,Thiruvananthapuram,34.95730699184677
2017,Thiruvananthapuram,43.6987511987528
2018,Thiruvananthapuram,38.16396030274141
2019,Thiruvananthapuram,38.91075222308741
2020,Thiruvananthapuram,40.864966659052484
2000,Wayanad,41.40381691438662
2001,Wayanad,38.403645127156295
2002,Wayanad,47.29485029552353
2003,Wayanad,38.44815600798856
2004,Wayanad,45.435937978514005
2005,Wayanad,40.96277928353931
2006,Wayanad,43.897048632425246
2007,Wayanad,33.62804826771474
2008,Wayanad,39.05993395635437
2009,Wayanad,43.75077180584808
2010,Wayanad,42.809858068670806
2011,Wayanad,38.88750319852535
2012,Wayanad,40.17370117386443
2013,Wayanad,31.187869123314023
2014,Wayanad,43.00099744522709
2015,Wayanad,45.660157189812786
2016,Wayanad,42.48392687620215
2017,Wayanad,40.178028683070984
2018,Wayanad,41.16670061937846
2019,Wayanad,41.240938336029366
2020,Wayanad,40.89359444992334
2000,Alappuzha,27.21360126462337
2001,Alappuzha,20.503494203125534
2002,Alappuzha,28.885064137638523
2003,Alappuzha,32.94842082034811
2004,Alappuzha,30.308300362832668
2005,Alappuzha,28.136978997045876
2006,Alappuzha,27.94944787570984
2007,Alappuzha,26.765755907003808
2008,Alappuzha,29.89700078505738
2009,Alappuzha,28.97509062615097
2010,Alappuzha,32.73340038178235
2011,Alappuzha,28.682502897821877
2012,Alappuzha,27.991427533122906
2013,Alappuzha,21.500015176137484
2014,Alappuzha,31.152672763919167
2015,Alappuzha,32.06399572114952
2016,Alappuzha,27.94402548278568
2017,Alappuzha,29.87500769061017
2018,Alappuzha,31.514003473284607
2019,Alappuzha,30.718128265433094
2020,Alappuzha,31.52542249136391
